
"service","www.dbs.com.sg/23.14.193.203","443","INFO","HTTP","",""
"heartbleed","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.dbs.com.sg/23.14.193.203","443","HIGH","VULNERABLE, DoS threat","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.dbs.com.sg/23.14.193.203","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/index/default.page' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.dbs.com.sg/23.14.193.203","443","OK","supported","",""
"SWEET32","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.dbs.com.sg/23.14.193.203","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=7C49307E0A7DFF513AE1B1F9AE10390E0174B80CF35144FD69EB9C150FCBEA9B","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.dbs.com.sg/23.14.193.203","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.dbs.com.sg/23.14.193.203","443","MEDIUM","ECDHE-RSA-AES256-SHA ECDHE-RSA-AES128-SHA AES256-SHA AES128-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.dbs.com.sg/23.14.193.203","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.dbs.com.sg/23.14.193.203","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.dbs.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","www.posb.com.sg/23.14.193.203","443","INFO","HTTP","",""
"heartbleed","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2009-3555","CWE-310"
"secure_client_renego","www.posb.com.sg/23.14.193.203","443","HIGH","VULNERABLE, DoS threat","CVE-2009-3555","CWE-310"
"CRIME_TLS","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.posb.com.sg/23.14.193.203","443","HIGH","potentially VULNERABLE, uses gzip HTTP compression  - only supplied '/personal/default.page' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.posb.com.sg/23.14.193.203","443","OK","supported","",""
"SWEET32","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable to DROWN on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN","www.posb.com.sg/23.14.193.203","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=7C49307E0A7DFF513AE1B1F9AE10390E0174B80CF35144FD69EB9C150FCBEA9B","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.posb.com.sg/23.14.193.203","443","OK","no DH key","CVE-2015-4000","CWE-310"
"BEAST_CBC_TLS1","www.posb.com.sg/23.14.193.203","443","MEDIUM","ECDHE-RSA-AES256-SHA ECDHE-RSA-AES128-SHA AES256-SHA AES128-SHA","CVE-2011-3389","CWE-20"
"BEAST","www.posb.com.sg/23.14.193.203","443","LOW","VULNERABLE -- but also supports higher protocols  TLSv1.1 TLSv1.2 (likely mitigated)","CVE-2011-3389","CWE-20"
"LUCKY13","www.posb.com.sg/23.14.193.203","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"RC4","www.posb.com.sg/23.14.193.203","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"service","www.ocbc.com/23.66.239.228","443","INFO","HTTP","",""
"heartbleed","www.ocbc.com/23.66.239.228","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.ocbc.com/23.66.239.228","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.ocbc.com/23.66.239.228","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","www.ocbc.com/23.66.239.228","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
